"ADM0_CODE","ADM0_NAME","ADM1_CODE","ADM1_NAME","ADM2_CODE","ADM2_NAME"
115,"India",70081,"Uttar Pradesh",17890,"Allahabad"
115,"India",70081,"Uttar Pradesh",70257,"Ambedkar Nagar"
115,"India",70081,"Uttar Pradesh",70258,"Auraiya"
115,"India",70081,"Uttar Pradesh",17892,"Azamgarh"
115,"India",70081,"Uttar Pradesh",70259,"Badaun"
115,"India",70081,"Uttar Pradesh",70260,"Baghpat"
115,"India",70081,"Uttar Pradesh",17893,"Bahraich"
115,"India",70081,"Uttar Pradesh",17894,"Ballia"
115,"India",70081,"Uttar Pradesh",70261,"Balrampur"
115,"India",70081,"Uttar Pradesh",17895,"Banda"
115,"India",70081,"Uttar Pradesh",17896,"Bara Banki"
115,"India",70081,"Uttar Pradesh",17897,"Bareilly"
115,"India",70081,"Uttar Pradesh",17898,"Basti"
115,"India",70081,"Uttar Pradesh",17899,"Bijnor"
115,"India",70081,"Uttar Pradesh",17901,"Bulandshahr"
115,"India",70081,"Uttar Pradesh",70262,"Chandauli"
115,"India",70081,"Uttar Pradesh",70263,"Chitrakoot"
115,"India",70081,"Uttar Pradesh",17904,"Deoria"
115,"India",70081,"Uttar Pradesh",17905,"Etah"
115,"India",70081,"Uttar Pradesh",17906,"Etawah"
115,"India",70081,"Uttar Pradesh",17907,"Faizabad"
115,"India",70081,"Uttar Pradesh",17908,"Farrukhabad"
115,"India",70081,"Uttar Pradesh",17909,"Fatehpur"
115,"India",70081,"Uttar Pradesh",70264,"Firozabad"
115,"India",70081,"Uttar Pradesh",70265,"Gautam Buddha Nagar"
115,"India",70081,"Uttar Pradesh",17911,"Ghaziabad"
115,"India",70081,"Uttar Pradesh",17912,"Ghazipur"
115,"India",70081,"Uttar Pradesh",17913,"Gonda"
115,"India",70081,"Uttar Pradesh",17914,"Gorakhpur"
115,"India",70081,"Uttar Pradesh",17915,"Hamirpur"
115,"India",70081,"Uttar Pradesh",17916,"Hardoi"
115,"India",70081,"Uttar Pradesh",70266,"Hathras"
115,"India",70081,"Uttar Pradesh",17917,"Jalaun"
115,"India",70081,"Uttar Pradesh",17918,"Jaunpur"
115,"India",70081,"Uttar Pradesh",17919,"Jhansi"
115,"India",70081,"Uttar Pradesh",70267,"Jyotiba Phule Nagar"
115,"India",70081,"Uttar Pradesh",70268,"Kannauj"
115,"India",70081,"Uttar Pradesh",17920,"Kanpur"
115,"India",70081,"Uttar Pradesh",70269,"Kanpur Dehat"
115,"India",70081,"Uttar Pradesh",70270,"Kaushambi"
115,"India",70081,"Uttar Pradesh",70271,"Kushinagar"
115,"India",70081,"Uttar Pradesh",17921,"Lakhimpur Kheri"
115,"India",70081,"Uttar Pradesh",17922,"Lalitpur"
115,"India",70081,"Uttar Pradesh",17923,"Lucknow"
115,"India",70081,"Uttar Pradesh",70272,"Maharajganj"
115,"India",70081,"Uttar Pradesh",70273,"Mahoba"
115,"India",70081,"Uttar Pradesh",17924,"Mainpuri"
115,"India",70081,"Uttar Pradesh",17925,"Mathura"
115,"India",70081,"Uttar Pradesh",70274,"Mau"
115,"India",70081,"Uttar Pradesh",17926,"Meerut"
115,"India",70081,"Uttar Pradesh",17927,"Mirzapur"
115,"India",70081,"Uttar Pradesh",17928,"Moradabad"
115,"India",70081,"Uttar Pradesh",17929,"Muzaffarnagar"
115,"India",70081,"Uttar Pradesh",17931,"Pilibhit"
115,"India",70081,"Uttar Pradesh",17933,"Pratapgarh"
115,"India",70081,"Uttar Pradesh",17934,"Rae Bareli"
115,"India",70081,"Uttar Pradesh",17935,"Rampur"
115,"India",70081,"Uttar Pradesh",17936,"Saharanpur"
115,"India",70081,"Uttar Pradesh",70275,"Sant Kabir Nagar"
115,"India",70081,"Uttar Pradesh",70276,"Sant Ravi Das Nagar"
115,"India",70081,"Uttar Pradesh",17937,"Shahjahanpur"
115,"India",70081,"Uttar Pradesh",70277,"Shravasti"
115,"India",70081,"Uttar Pradesh",70278,"Siddharth Nagar"
115,"India",70081,"Uttar Pradesh",17938,"Sitapur"
115,"India",70081,"Uttar Pradesh",70279,"Sonbhadra"
115,"India",70081,"Uttar Pradesh",17939,"Sultanpur"
115,"India",70081,"Uttar Pradesh",17941,"Unnao"
115,"India",70081,"Uttar Pradesh",17943,"Varanasi"
115,"India",1511,"West Bengal",17945,"Bankura"
115,"India",1511,"West Bengal",17946,"Barddhaman"
115,"India",1511,"West Bengal",17947,"Birbhum"
115,"India",1511,"West Bengal",70290,"Dakshin Dinajpur"
115,"India",1511,"West Bengal",17948,"Darjiling"
115,"India",1511,"West Bengal",70291,"East Midnapore"
115,"India",1511,"West Bengal",17949,"Haora"
115,"India",1511,"West Bengal",17950,"Hugli"
115,"India",1511,"West Bengal",17951,"Jalpaiguri"
115,"India",1511,"West Bengal",17952,"Kochbihar"
115,"India",1511,"West Bengal",70292,"Kolkata"
115,"India",1511,"West Bengal",17953,"Maldah"
115,"India",1511,"West Bengal",17955,"Murshidabad"
115,"India",1511,"West Bengal",17956,"Nadia"
115,"India",1511,"West Bengal",70293,"North 24 Parganas"
115,"India",1511,"West Bengal",17957,"Puruliya"
115,"India",1511,"West Bengal",70294,"South 24 Parganas"
115,"India",1511,"West Bengal",70295,"Uttar Dinajpur"
115,"India",1511,"West Bengal",70296,"West Midnapore"
